Sexo,Edad,Rng_edad,EstadoCivil,Trabaja_estudia,NSE,TieneTV_Radio,TieneComputadora,TieneLaptop,TieneIPAD,TieneEquipoMusica,TieneTelfInteligente,TieneKindle,CompraComida,RopaSuper,RopaLocal,RopaTianguis,RopaCentroComerc,RopaBoutique,RopaExtranjero,RopaInternet,RopaUsada,RopaVendedorIndep,TiempLibreCasa,TiempLibreAmigos,TiempLibreRestaurante,TiempLibreCentroComercial,TiempoLibreCine,TiempoLibreExpoArte,TiempLibreConcierto,TiempLibreParque,TiempLibreMuseo,TiempLibreDiscoteca,TiempLibreClubSocial,TiempLibreDeportes,TiempLibreNaturaleza,CantidadLibros,Oficio,Idioma,GradoInstruccEncuest,P22_1,P22_2,SalidasFiestFamiliar,SalidaFiestAmigos,SalidaCarnavales,SalidaConciert_Teat,SalidaFiestaPatronal,SalidaAntros,SalidaRestaurante,SalidasConAmigos,RSArtagr_desag,RSArtEnt_abu,RSArtUtil_inut,RSArtEmoc_indf,RelacArtTV,RelacArtCine,RelacArtDiversio,RelacArtConoc,RelacArtbellez,RelacArtSenti,RelacArtCumb,RelacArtCultur,RelacArtPrivileg,RelacArtExtraord,GustoCiencia,MedDifCienciaTV,medDifCienciaRev,medDifCienciaPeriod,MedDifCienciaInternet,medDifCienciaFamilia,MedDifCienciaEscuel,DifusionCiencia,AsistencaiCiencia,AsistCienciaFamilia,AsistCienciaAmigos,AsistCienciaConocid,AsistCienciaSOLO,AsistCienciaNovio,GustoArtes,PrefArtesMus,PrefArtePint,PrefArteArtesa,PrefArteDanz,PrefArteTeat,PrefArteLiter,PrefArteCine,InfArteTv_radi,InfArteRevista,InfArtePeriod,InfoArtInternet,InfArteFam_Am,InfArtEscuela,PercepDifArte,AsistenciaArte,AsistArtFamilia,AsistArtAmigos,AsistArtConoci,AsitArtSolo,AsistArtNovio,CCGustoLeer,FrecLectura,PrefLectNove,PrefLectCuen,PrefLectComic,PrefLectPoesi,PrefLectNotInt,PrefLectNotper,PrefLectArtRev,PrefLectBlog,PrefLectRevis,PrefLectRedS,FuentLectComp,FuentLecPrest,FuentLecBiblio,FuentLecIntern,PrefMuseoArt,PrefMuseoHist,PrefMuseoCien,PrefMuseoNing,FrecAsistMuseo,AsistMuseoAmig,AsistMuseNov,AsisMuseEscue,AsisMuseFami,AsisMuseSolo,PrefMusRock,PrefMusMetal,PrefMusiPop,PrefMusiElectr,PrefMuscTradic,PrefMuscCumb,PrefMuscSalsa,PrefMuscRegu,PrefMuscTrova,PrefMuscCulta,PrefMuscRoman,GustoTV,PrefTVcaricat,PrefTVNoticias,PrefTVAnalPoli,PrefTVCultura,PrefTVSeries,PrefTVTelenov,PrefTVMusica,PrefTVDeporte,PrefTVReality,PrefTVConcur,P47_Otros,RSPolitImport,RSPolitAtracti,RSPolitUtil,RSPolitJusta,RelacPolitRobo,RelacPolitParticp,RelacPolitEnga,RelacPolitDemocr,RelacPolitCivis,RelacPolitParti,RelacPolitIgual,RelacPolitPueb,RelacPolitViole,RelacPolitGarant,RSEducEntret,RSEducUtil,RSEducPlacer,RSEducAnticua,RelacEduNeces,RelacEduDiner,RelacEduCult,RelacEduPosS,RelacEduValo,RelacEduLibe,RelacEduDerec,RelacEduPrivileg,RelacEduCertificados,RelacEduCompro,Ciudad
Hombre,19,18 a 20,Soltero,Trabajo y Estudio,C.P,Sí,Sí,Sí,Sí,Sí,No,No,Mercado o tianguis,Sí,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,11 a 30,Sí,No,Universidad incompleta,Secundaria completa,Secundaria completa,No,Sí,No,No,No,No,No,No,Agradables,Entretenidas,Útiles,Emocionantes,Poco relacionado,Muy relacionado,Poco relacionado,Relacionado,Relacionado,Relacionado,Poco relacionado,Relacionado,Relacionado,Muy relacionado,Sí,Sí,Sí,No,No,No,No,No,1 o 2 veces al mes,No,Sí,No,No,No,Sí,No,No,No,Sí,No,No,No,Sí,Sí,No,No,No,No,No,Por lo menos 1 o 2 veces por semana,No,Sí,No,No,No,Sí,Por lo menos una vez por semana,No,No,No,No,No,Sí,Sí,No,Sí,Sí,No,No,Sí,No,No,No,Sí,No,Por lo menos 1-2 veces al año,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,Sí,No,No,Sí,No,No,No,No,Sí,No,No,No,Relevante (importante),Atractiva (Buena),Útil,Justa,Poco relacionado,Muy relacionado,Poco relacionado,Muy relacionado,Poco relacionado,Muy relacionado,Relacionado,Relacionado,Poco relacionado,Relacionado,Entretenida,Útil,Obligación,Moderna,Poco relacionado,Relacionado,Relacionado,Relacionado,Poco relacionado,Poco relacionado,Relacionado,Poco relacionado,Muy relacionado,Muy relacionado,Lima
Hombre,22,21 a 24,Soltero,Estudio,C.P,Sí,Sí,Sí,Sí,Sí,Sí,No,Mercado o tianguis,Sí,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sí,No,Más de 100,Sí,No,Universidad incompleta,Secundaria completa,Instituto superior completo,No,No,No,No,No,No,Sí,No,Agradables,Aburridas,Útiles,Indiferentes,Nada relacionado,Poco relacionado,Muy relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Relacionado,Relacionado,Poco relacionado,Sí,No,No,No,Sí,No,No,No,Nunca,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NS/NR,Nunca,No,No,No,No,No,No,Por lo menos una vez por semana,No,No,No,No,Sí,No,No,No,No,No,No,No,No,Sí,No,No,Sí,No,Nunca,No,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,Sí,No,Sí,No,No,No,No,No,Sí,No,No,Sí,Relevante (importante),Repulsiva (Mala),Inútil,Injusta,Relacionado,Relacionado,Totalmente relacionado,Nada relacionado,Nada relacionado,Poco relacionado,Nada relacionado,Nada relacionado,Nada relacionado,Poco relacionado,Entretenida,Útil,Placer,Obsoleta,Poco relacionado,Muy relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Lima
Hombre,14,12 a 14,Soltero,Estudio,C.P,Sí,No,Sí,No,Sí,No,No,Supermercado,No,Sí,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,No,11 a 30,Sí,No,Secundaria incompleta,Secundaria incompleta,Secundaria incompleta,Sí,No,No,No,Sí,No,No,Sí,Agradables,Entretenidas,Útiles,Emocionantes,Poco relacionado,Poco relacionado,Relacionado,Poco relacionado,Poco relacionado,Relacionado,Relacionado,Muy relacionado,Relacionado,Muy relacionado,Sí,No,Sí,No,Sí,No,Sí,No,1 o 2 veces al mes,No,No,Sí,No,No,Sí,Sí,No,No,Sí,Sí,No,No,No,No,No,Sí,Sí,Sí,No,Una o dos veces al mes,No,Sí,No,No,No,Sí,Por lo menos una vez por semana,No,Sí,No,No,No,Sí,Sí,No,No,No,Sí,No,No,No,No,No,Sí,No,Por lo menos 1-2 veces al año,Sí,No,Sí,No,No,Sí,No,Sí,Sí,No,Sí,Sí,No,No,No,No,Sí,Sí,Sí,No,No,No,No,Sí,No,No,No,No,Relevante (importante),Repulsiva (Mala),Útil,Injusta,Totalmente relacionado,Relacionado,Muy relacionado,Relacionado,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Muy relacionado,Muy relacionado,Entretenida,Útil,Placer,Moderna,Totalmente relacionado,Relacionado,Muy relacionado,Totalmente relacionado,Totalmente relacionado,Relacionado,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Totalmente relacionado,Lima
Mujer,21,21 a 24,Soltero,Estudio,C.P,Sí,Sí,No,No,Sí,No,No,Mercado o tianguis,No,Sí,Sí,No,No,No,No,No,No,Sí,Sí,No,No,Sí,No,No,No,No,No,No,No,No,11 a 30,No,No,Universidad incompleta,Secundaria completa,Secundaria completa,No,No,No,No,No,No,No,Sí,Agradables,Entretenidas,Útiles,Emocionantes,Relacionado,Relacionado,Relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Relacionado,Totalmente relacionado,Relacionado,Muy relacionado,Sí,No,No,No,Sí,No,Sí,No,Nunca,No,No,No,No,No,Sí,No,Sí,No,No,No,Sí,No,No,No,No,Sí,No,No,Sí,Una o dos veces al año,No,No,No,Sí,No,Sí,Por lo menos una vez por semana,No,No,No,No,Sí,No,Sí,No,No,Sí,No,No,Sí,No,Sí,No,No,No,Por lo menos 1-2 veces al año,No,No,No,Sí,No,No,No,No,No,Sí,No,Sí,No,No,No,Sí,Sí,Sí,No,No,No,No,Sí,No,No,No,Sí,No,Irrelevante (no importante),Repulsiva (Mala),Útil,Injusta,Muy relacionado,Relacionado,Muy relacionado,Relacionado,Muy relacionado,Muy relacionado,Relacionado,Totalmente relacionado,Relacionado,Relacionado,Entretenida,Útil,Placer,Obsoleta,Relacionado,Relacionado,Totalmente relacionado,Relacionado,Totalmente relacionado,Relacionado,Relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Lima
Hombre,12,12 a 14,Soltero,Estudio,C.P,Sí,No,No,No,Sí,No,No,Mercado o tianguis,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,No,1 a 10,Sí,Sí,Secundaria incompleta,Secundaria completa,Universidad incompleta,No,Sí,No,No,No,No,No,No,Agradables,Entretenidas,Útiles,Emocionantes,Relacionado,Muy relacionado,Muy relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Poco relacionado,Totalmente relacionado,Relacionado,Relacionado,Sí,No,No,No,Sí,No,Sí,No,1 o 2 veces al año,Sí,Sí,No,No,No,Sí,Sí,No,No,No,Sí,No,No,Sí,No,No,No,No,Sí,No,Una o dos veces al año,Sí,No,No,No,No,Sí,Diario,No,No,Sí,Sí,No,No,No,No,No,Sí,Sí,No,Sí,No,No,No,Sí,No,Por lo menos 3-5 veces al año,No,No,Sí,Sí,No,Sí,No,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,Sí,Sí,Sí,No,No,Relevante (importante),Atractiva (Buena),Útil,Injusta,Relacionado,Relacionado,Relacionado,Poco relacionado,Poco relacionado,Totalmente relacionado,Poco relacionado,Totalmente relacionado,Relacionado,Poco relacionado,Entretenida,Útil,Obligación,Moderna,Relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Relacionado,Relacionado,Relacionado,Lima
Mujer,21,21 a 24,Unión Libre,Trabajo y Estudio,C.P,Sí,No,No,No,Sí,No,No,Mercado o tianguis,No,Sí,Sí,No,No,No,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,Ninguno,Sí,No,Secundaria completa,Primaria completa,Primaria completa,Sí,No,No,No,No,No,No,No,Agradables,Aburridas,Útiles,Emocionantes,Muy relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Poco relacionado,Totalmente relacionado,Relacionado,Relacionado,No,No,No,No,Sí,No,No,No,Nunca,No,No,No,No,No,Sí,Sí,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,Nunca,No,No,No,No,No,Sí,Diario,No,No,No,No,No,Sí,Sí,No,Sí,Sí,Sí,No,No,No,Sí,No,No,No,Nunca,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,No,Irrelevante (no importante),Repulsiva (Mala),Inútil,Injusta,Relacionado,Poco relacionado,Relacionado,Poco relacionado,Poco relacionado,Totalmente relacionado,Poco relacionado,Totalmente relacionado,Relacionado,Relacionado,Entretenida,Útil,Placer,Moderna,Relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Lima
Hombre,22,21 a 24,Soltero,Trabajo y Estudio,C.P,Sí,No,No,Sí,Sí,No,No,Mercado o tianguis,Sí,No,No,Sí,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,No,Más de 100,Sí,No,Instituto superior incompleto,Secundaria completa,Secundaria completa,Sí,No,No,No,No,No,Sí,No,Agradables,Entretenidas,Útiles,Emocionantes,Relacionado,Relacionado,Poco relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Poco relacionado,Muy relacionado,Relacionado,Relacionado,Sí,No,No,No,Sí,No,No,No,1 o 2 veces al año,No,Sí,No,No,No,Sí,Sí,Sí,No,No,No,No,No,Sí,Sí,No,No,No,No,No,Una o dos veces al mes,No,Sí,No,No,No,Sí,Diario,Sí,No,Sí,No,No,No,Sí,No,No,No,Sí,No,No,No,Sí,No,No,No,Por lo menos 1-2 veces al año,Sí,No,No,No,No,Sí,No,No,No,No,Sí,Sí,Sí,No,No,No,Sí,Sí,No,No,No,No,No,No,No,No,No,No,Relevante (importante),Repulsiva (Mala),Útil,Injusta,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Entretenida,Útil,Obligación,Obsoleta,Relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Lima
Hombre,17,15 a 17,Soltero,Estudio,C.P,Sí,No,No,No,Sí,No,No,Mercado o tianguis,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,No,11 a 30,No,No,Secundaria incompleta,Secundaria completa,Secundaria completa,No,No,No,No,No,No,No,Sí,Agradables,Entretenidas,Útiles,Emocionantes,Relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Poco relacionado,Totalmente relacionado,Relacionado,Relacionado,No,No,No,No,Sí,No,No,Sí,Nunca,No,No,No,No,No,Sí,Sí,Sí,No,Sí,No,No,No,No,No,No,Sí,No,No,Sí,Una o dos veces al año,No,Sí,No,No,No,Sí,Por lo menos una vez por semana,Sí,Sí,Sí,No,No,Sí,No,No,No,No,Sí,No,No,No,Sí,No,No,No,Nunca,No,No,No,No,No,Sí,No,Sí,No,No,No,Sí,No,No,No,Sí,Sí,Sí,Sí,No,No,Sí,No,Sí,Sí,No,No,No,Relevante (importante),Repulsiva (Mala),Útil,Injusta,Relacionado,Poco relacionado,Muy relacionado,Poco relacionado,Poco relacionado,Totalmente relacionado,Relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Entretenida,Útil,Obligación,Obsoleta,Relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Totalmente relacionado,Relacionado,Relacionado,Relacionado,Lima
Mujer,19,18 a 20,Unión Libre,Ni estudio Ni trabajo,C.P,Sí,No,No,No,Sí,No,No,Mercado o tianguis,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,11 a 30,Sí,No,Secundaria incompleta,Secundaria incompleta,Ninguno,No,No,No,No,No,No,No,No,Agradables,Entretenidas,Útiles,Emocionantes,Poco relacionado,Nada relacionado,Poco relacionado,Nada relacionado,Poco relacionado,Poco relacionado,Relacionado,Relacionado,Poco relacionado,Nada relacionado,No,No,No,No,No,No,No,No,Nunca,No,No,No,No,No,Sí,Sí,No,No,Sí,No,No,No,Sí,No,No,Sí,No,No,Sí,Por lo menos 1 o 2 veces por semana,No,Sí,No,No,No,Sí,Por lo menos una vez por semana,No,No,No,No,No,Sí,No,No,No,No,Sí,No,No,No,Sí,No,No,No,Por lo menos 1-2 veces al año,Sí,No,No,No,No,Sí,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,Irrelevante (no importante),Repulsiva (Mala),Inútil,Injusta,Muy relacionado,Poco relacionado,Muy relacionado,Poco relacionado,Relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Muy relacionado,Poco relacionado,Entretenida,Útil,Placer,Moderna,Muy relacionado,Poco relacionado,Relacionado,Relacionado,Muy relacionado,Poco relacionado,Muy relacionado,Poco relacionado,Poco relacionado,Relacionado,Lima
Mujer,15,15 a 17,Soltero,Estudio,C.P,Sí,Sí,No,No,Sí,No,No,Mercado o tianguis,Sí,Sí,Sí,No,No,No,No,No,No,No,Sí,No,No,No,No,No,Sí,No,No,No,No,No,31 a 100,Sí,No,Secundaria incompleta,Secundaria completa,Secundaria completa,No,Sí,No,No,No,No,No,Sí,Agradables,Entretenidas,Útiles,Emocionantes,Relacionado,Totalmente relacionado,Relacionado,Muy relacionado,Totalmente relacionado,Totalmente relacionado,Poco relacionado,Totalmente relacionado,Relacionado,Relacionado,Sí,No,No,No,Sí,No,No,No,1 o 2 veces al año,No,Sí,No,No,No,Sí,Sí,No,No,Sí,No,No,No,Sí,No,No,Sí,No,No,No,Una o dos veces al año,No,Sí,No,No,No,Sí,Diario,Sí,No,No,Sí,No,No,No,No,No,Sí,Sí,Sí,No,No,Sí,No,No,No,Por lo menos 3-5 veces al año,No,No,Sí,No,No,No,No,No,No,Sí,No,No,Sí,No,No,Sí,Sí,Sí,No,No,No,No,Sí,No,No,Sí,No,Sí,Relevante (importante),Repulsiva (Mala),Inútil,Injusta,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Poco relacionado,NA,Totalmente relacionado,Poco relacionado,Relacionado,Entretenida,Útil,Placer,Moderna,Relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Relacionado,Totalmente relacionado,Relacionado,Relacionado,Relacionado,Lima
Mujer,23,21 a 24,Casado,Estudio,C.P,Sí,No,No,No,No,Sí,No,Mercado o tianguis,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,No,31 a 100,No,No,Secundaria completa,Secundaria completa,Secundaria completa,No,No,No,No,No,No,No,No,Agradables,Entretenidas,Útiles,Emocionantes,Poco relacionado,Relacionado,Relacionado,Relacionado,Muy relacionado,Muy relacionado,Nada relacionado,Relacionado,Relacionado,Nada relacionado,Sí,No,No,No,No,No,No,No,1 o 2 veces al año,No,No,No,Sí,No,NS/NR,No,No,No,No,No,Sí,No,No,No,No,Sí,No,No,No,Una o dos veces al año,No,No,No,Sí,No,Sí,Diario,Sí,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,Sí,No,No,Más de 5 veces,No,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,No,No,No,Sí,No,No,Sí,No,No,No,Sí,No,Sí,No,No,Relevante (importante),Atractiva (Buena),Útil,Injusta,Muy relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Nada relacionado,Relacionado,Relacionado,Relacionado,Entretenida,Útil,Placer,Moderna,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Nada relacionado,Relacionado,Relacionado,Lima
Mujer,19,18 a 20,Soltero,Estudio,C.P,Sí,Sí,Sí,No,Sí,No,No,Mercado o tianguis,No,No,Sí,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,11 a 30,No,No,Instituto superior incompleto,Secundaria completa,Primaria incompleta,No,No,No,No,Sí,No,No,No,Agradables,Aburridas,Útiles,Emocionantes,Relacionado,Totalmente relacionado,Muy relacionado,Poco relacionado,Muy relacionado,Totalmente relacionado,Totalmente relacionado,Relacionado,Relacionado,Muy relacionado,No,No,No,No,No,No,Sí,No,Nunca,No,No,No,No,No,Sí,Sí,No,No,No,No,No,No,Sí,No,No,Sí,No,No,No,Por lo menos 1 o 2 veces por semana,No,Sí,No,No,No,NS / NR,Por lo menos una vez por semana,No,No,No,No,No,No,Sí,No,No,No,No,Sí,No,Sí,Sí,No,No,No,Nunca,No,No,No,No,No,No,No,No,No,No,Sí,No,No,No,No,Sí,Sí,No,Sí,No,No,No,No,Sí,No,Sí,No,No,Irrelevante (no importante),Repulsiva (Mala),Inútil,Injusta,Muy relacionado,Relacionado,Muy relacionado,Muy relacionado,Relacionado,Totalmente relacionado,Muy relacionado,Poco relacionado,Nada relacionado,Muy relacionado,Entretenida,Útil,Placer,Obsoleta,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Relacionado,Totalmente relacionado,Relacionado,Muy relacionado,Totalmente relacionado,Lima
Hombre,22,21 a 24,Soltero,Trabajo y Estudio,C.P,Sí,No,Sí,Sí,Sí,No,No,Abarrotes/Bodega,No,Sí,Sí,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,No,No,31 a 100,Sí,Sí,Secundaria incompleta,Secundaria completa,Secundaria completa,No,No,No,No,No,No,No,No,Agradables,Entretenidas,Útiles,Emocionantes,Relacionado,Totalmente relacionado,Muy relacionado,Relacionado,Totalmente relacionado,Totalmente relacionado,Relacionado,Totalmente relacionado,Relacionado,Totalmente relacionado,Sí,Sí,No,No,Sí,No,Sí,Sí,1 o 2 veces al mes,No,Sí,No,No,No,Sí,No,Sí,No,Sí,No,Sí,No,Sí,No,No,Sí,No,Sí,Sí,Por lo menos 1 o 2 veces por semana,No,No,No,Sí,No,Sí,Diario,Sí,Sí,Sí,No,No,Sí,No,No,No,No,Sí,No,Sí,Sí,No,Sí,No,No,Más de 5 veces,No,No,No,Sí,No,Sí,No,No,No,Sí,No,No,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,Relevante (importante),Atractiva (Buena),Útil,Justa,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Poco relacionado,Poco relacionado,Relacionado,Relacionado,Muy relacionado,Entretenida,Útil,Placer,Moderna,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Lima
Mujer,15,15 a 17,Soltero,Estudio,C.P,Sí,No,Sí,No,No,No,No,Abarrotes/Bodega,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,No,31 a 100,No,No,Secundaria incompleta,Primaria completa,Secundaria completa,No,Sí,No,No,No,No,No,Sí,Agradables,Entretenidas,Útiles,Emocionantes,Relacionado,Relacionado,Totalmente relacionado,Relacionado,Relacionado,Muy relacionado,Poco relacionado,Muy relacionado,Relacionado,Totalmente relacionado,NS/NR,Sí,No,No,No,No,Sí,No,Nunca,No,No,No,No,No,Sí,Sí,No,Sí,Sí,No,No,No,Sí,No,No,No,No,Sí,No,Nunca,No,No,No,No,No,NS / NR,Diario,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,No,Sí,No,No,Por lo menos 1-2 veces al año,No,No,Sí,No,No,No,No,Sí,No,No,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,No,Sí,Sí,No,Sí,No,No,No,No,Relevante (importante),Repulsiva (Mala),Útil,Injusta,Muy relacionado,Poco relacionado,Muy relacionado,Poco relacionado,Poco relacionado,Muy relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Poco relacionado,Entretenida,Útil,Placer,Obsoleta,Muy relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Totalmente relacionado,Relacionado,Relacionado,Poco relacionado,Muy relacionado,Lima
Hombre,22,21 a 24,Soltero,Estudio,C.P,Sí,Sí,No,No,Sí,Sí,No,Mercado o tianguis,No,Sí,No,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,No,11 a 30,Sí,No,Instituto superior completo,Secundaria completa,Instituto superior completo,No,No,No,No,No,Sí,No,Sí,Agradables,Entretenidas,Útiles,Emocionantes,Relacionado,Muy relacionado,Muy relacionado,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Poco relacionado,Muy relacionado,Muy relacionado,Totalmente relacionado,No,Sí,No,No,Sí,No,No,No,Nunca,No,No,No,No,No,Sí,Sí,No,No,Sí,No,No,No,Sí,No,No,Sí,No,No,No,Una o dos veces al año,No,Sí,No,No,No,No,Por lo menos una vez por semana,No,Sí,No,No,No,No,Sí,No,No,Sí,No,No,No,Sí,No,No,Sí,No,Por lo menos 1-2 veces al año,No,No,No,No,Sí,No,No,Sí,Sí,No,No,No,No,No,No,No,Sí,Sí,No,No,Sí,No,No,No,No,No,No,No,Relevante (importante),Atractiva (Buena),Útil,Injusta,Totalmente relacionado,Muy relacionado,Totalmente relacionado,Nada relacionado,Poco relacionado,Totalmente relacionado,Nada relacionado,Nada relacionado,Totalmente relacionado,Poco relacionado,Entretenida,Útil,Placer,Moderna,Totalmente relacionado,Relacionado,Relacionado,Muy relacionado,Totalmente relacionado,Relacionado,Muy relacionado,Relacionado,Totalmente relacionado,Muy relacionado,Lima
Mujer,12,12 a 14,Soltero,Estudio,C.P,Sí,No,No,No,No,No,No,Abarrotes/Bodega,No,Sí,Sí,No,No,No,No,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,No,1 a 10,Sí,No,Secundaria incompleta,Primaria completa,Secundaria incompleta,Sí,No,No,No,No,No,No,Sí,Agradables,Entretenidas,Útiles,Emocionantes,Totalmente relacionado,Relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Nada relacionado,Nada relacionado,Totalmente relacionado,Relacionado,Muy relacionado,Sí,No,No,No,No,No,No,NS/NR,Nunca,No,No,No,No,No,Sí,Sí,Sí,No,No,Sí,No,No,Sí,No,Sí,No,No,No,No,Nunca,No,No,No,No,No,Sí,Por lo menos una vez por semana,No,Sí,No,Sí,No,No,Sí,No,No,No,Sí,No,No,No,No,No,No,No,Por lo menos 1-2 veces al año,No,No,Sí,No,No,No,No,No,No,No,Sí,Sí,No,No,No,Sí,Sí,Sí,No,No,No,No,Sí,No,No,Sí,No,Sí,Relevante (importante),Atractiva (Buena),Útil,Justa,Muy relacionado,Poco relacionado,Muy relacionado,Nada relacionado,Relacionado,Poco relacionado,Relacionado,Poco relacionado,Muy relacionado,Nada relacionado,Entretenida,Útil,Placer,Moderna,Muy relacionado,Muy relacionado,Totalmente relacionado,Muy relacionado,Totalmente relacionado,Totalmente relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Nada relacionado,Lima
Hombre,15,15 a 17,Soltero,Estudio,C.P,Sí,Sí,Sí,No,No,No,No,Mercado o tianguis,No,Sí,Sí,No,No,No,No,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,No,Más de 100,No,No,Secundaria completa,Secundaria completa,Secundaria incompleta,No,Sí,No,No,No,No,No,No,Agradables,Entretenidas,Útiles,Emocionantes,Poco relacionado,Poco relacionado,Relacionado,Poco relacionado,Muy relacionado,Poco relacionado,Poco relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Sí,No,No,No,No,Sí,Sí,No,1 o 2 veces al año,No,Sí,No,No,No,NS/NR,Sí,No,No,Sí,No,No,No,No,No,No,No,Sí,Sí,No,Una o dos veces al año,No,Sí,No,No,No,NS / NR,Por lo menos una vez al mes,No,No,No,No,No,Sí,No,Sí,No,Sí,Sí,No,Sí,Sí,No,No,Sí,No,Por lo menos 1-2 veces al año,No,No,Sí,No,No,No,No,No,No,No,No,Sí,Sí,No,No,Sí,NA,No,Sí,No,No,Sí,No,No,No,No,Sí,No,Relevante (importante),Atractiva (Buena),Útil,Injusta,Relacionado,Poco relacionado,Relacionado,Relacionado,Relacionado,Relacionado,Nada relacionado,Poco relacionado,Relacionado,Poco relacionado,Entretenida,Útil,Placer,Moderna,Muy relacionado,Muy relacionado,Muy relacionado,Muy relacionado,Relacionado,Muy relacionado,Relacionado,Muy relacionado,Poco relacionado,Muy relacionado,Lima
